index,station,sitename,unit,first_year,last_year,notes
7201,41108,Nyamakingu,1 omslag,1939,1949,41108 Nyamakingu 1939-1949
7202,41108,Nguru,1 omslag,1957,1959,41108 Nguru 1957-1959
7203,41109,Kashasha,1 omslag,1940,1951,41109 Kashasha (Bibatama-Kabati) 1940-1951
7204,41109,Siola,1 omslag,1958,1959,41109 Siola 1958-1959
7205,41110,Kasindi,1 omslag,1921,1929,41110 Kasindi 1921-1929
7206,41110,Mutiko,1 omslag,1939,1959,41110 Mutiko 1939-1959
7207,41111,Tshirumbi,1 omslag,1934,1940,41111 Tshirumbi 1934-1940
7208,41111,Ikozi,1 omslag,1951,1958,41111 Ikozi 1951-1958
7209,41112,Kama,1 omslag,1940,1942,41112 Kama Or (Kalima) 1940-1942 1947
7210,41112,Kahira,1 omslag,1958,1959,41112 Kahira 1958-1959
7211,41113,Sange,1 omslag,1940,1959,41113 Sange 1940-1959
7212,41114,Misango,1 omslag,1940,1947,41114 Misango 1940-1947
7213,41114,Biruwe,1 omslag,1957,1959,41114 Biruwe 1957-1959
7214,41115,Bilolo,1 omslag,1940,1942,41115 Bilolo 1940-1942
7215,41115,Mundindi,1 omslag,1957,1959,41115 Mundindi 1957-1959
7216,41116,Bilati,1 omslag,1917,1939,41116 Bilati 1917-1939
7217,41116,Bilati,1 omslag,1940,1943,41116 Bilati 1940-1943
7218,,Walikale,2 stukken,1915,1921,Walikale 1915-1921
7219,,Walikale,1 omslag,1915,1922,Walikale 1915-1922
7220,41116,Walikale,1 omslag,1957,1959,41116 Walikale 1957-1959
7221,41117,Kinyangrube,1 omslag,1941,1944,41117 Kinyangrube 1941-1944
7222,41117,Busoro,1 omslag,1957,1959,41117 Busoro 1957-1959
7223,41118,Mungombe,1 omslag,1929,1959,41118 Mungombe 1929-1959
7224,41119,Kasese,1 omslag,1942,1959,41119 Kasese 1942-1959
7225,41120,Kamuhima,1 omslag,1942,1948,41120 Kamuhima 1942-1948
7226,41120,Karuli,1 omslag,1958,1959,41120 Karuli 1958-1959
7227,41121,Lolo,1 omslag,1943,1959,41121 Lolo-Ezeze 1943-1959
7228,41122,Manzia,1 omslag,1943,1949,41122 Manzia 1943-1949
7229,41123,Mboko,1 omslag,1944,1945,41123 Mboko 1944-1945
7230,41124,Kalama,1 omslag,1945,1946,41124 Kalama 1945-1946
7231,41124,Makuta,1 omslag,1951,1959,41124 Makuta 1951-1959
7232,41125,Kalehe,1 omslag,1928,1935,41125 Kalehe 1928-1935
7233,41125,Kalehe,1 omslag,1946,1959,41125 Kalehe 1946-1959
7234,41126,Bitakongo,1 omslag,1946,1948,41126 Bitakongo 1946-1948
7235,41126,Bunguli,1 omslag,1957,1959,41126 Bunguli 1957-1959
7236,41127,Kabunga,1 omslag,1945,1959,41127 Kabunga 1945-1959
7237,41128,Tungudu,1 omslag,1946,1947,41128 Tungudu 1946-1947
7238,41128,Bambo,1 omslag,1958,1959,41128 Bambo 1958-1959
7239,41129,Ndindi,1 omslag,1946,1947,41129 Ndindi 1946-1947
7240,41129,Kikuku,1 omslag,1958,1959,41129 Kikuku 1958-1959
7241,41130,Bushigo,1 omslag,1947,NA,41130 Bushigo 1947
7242,41130,Bitso,1 omslag,1958,1959,41130 Bitso 1958-1959
7243,41131,Utu,1 omslag,1947,1948,41131 Utu 1947-1948
7244,41131,Bindja,1 omslag,1958,1959,41131 Bindja 1958-1959
7245,41132,Rushengo,1 omslag,1947,1950,41132 Rushengo 1947-1950
7246,41132,Biriseke,1 omslag,1958,1959,41132 Biriseke 1958-1959
7247,41133,Burungu,1 omslag,1948,1959,41133 Burungu 1948-1959
7248,41134,Mweso,1 omslag,1958,1959,41134 Mweso-Kirumbu 1958-1959
7249,41136,Kirotshe,1 omslag,1958,1959,41136 Kirotshe 1958-1959
7250,41137,Sangano,1 omslag,1959,NA,41137 Sangano 1959
7251,,Bukavu,1 omslag,1920,1928,Bukavu 1920-1928
7252,,Gasashi,1 omslag,1930,1931,Gasashi 1930-1931
7253,,Ibenga,2 stukken,1937,NA,Ibenga 1937
7254,,Ishashaza,2 stukken,1934,NA,Ishashaza 1934
7255,,Kalembe,1 stuk,1912,1922,Kalembe-Lembe 1912-1922
7256,,Kalembe,1 omslag,1912,1914,Kalembe-Lembe 1912-1914 1920-1922
7257,,Kiumba,1 omslag,1936,NA,Kiumba 1936
7258,,Lubirizi,1 omslag,1934,1936,Lubirizi 1934-1936
7259,,Malambo,1 stuk,1928,NA,Malambo 1928
7260,,Malambo,1 omslag,1929,NA,Malambo 1929
7261,,Mogombe,1 stuk,1929,NA,Mogombe (Urega) 1929
7262,,Mule,1 omslag,1929,NA,Mule (Tshibinda?) 1929
7263,,Muleke,1 stuk,1939,NA,Muleke (Mulungu) 1939
7264,,Namvu,1 stuk,1934,1939,Namvu 1934-1939
7265,,Niongera,1 omslag,1934,1936,Niongera 1934-1936
7266,,Runingo,2 stukken,1930,NA,Runingo (Uvira) 1930
7267,,Saint,1 omslag,1910,1912,Saint-Lambert (Kivumeer) 1910-1912
7268,,Tshidako,1 omslag,1937,1939,Tshidako 1937-1939
7269,,Tshuki,1 omslag,1929,NA,Tshuki (Rutshuru) 1929
7270,42000,Lubutu,1 omslag,1951,1959,42000 Lubutu 1951-1959
7271,42001,Atondo,1 omslag,1937,1949,42001 Atondo (Kalima) 1937-1949
7272,42001,Kisamba,1 omslag,1957,1959,42001 Kisamba 1957-1959
7273,42002,Bengobiri,1 omslag,1937,1949,42002 Bengobiri (Kalima) 1937-1949
7274,42002,Obokote,1 omslag,1946,1959,42002 Obokote (Lubutu) 1946-1959
7275,42003,Luindi,1 omslag,1938,1945,42003 Luindi 1938-1945
7276,42003,Malukwa,1 omslag,1948,1959,42003 Malukwa (Kaliba) 1948-1959
7277,42004,Emungu,1 omslag,1938,1952,42004 Emungu 1938-1952
7278,42004,Lueki,1 omslag,1953,1959,42004 Lueki 1953-1959
7279,42005,Forama,1 omslag,1939,1940,42005 Forama 1939-1940
7280,42005,bis,1 omslag,1915,1921,42005bis Tongoni 1915-1921 en 1944-1955
7281,42005,bis,1 omslag,1959,NA,42005bis Mukwanyama 1959
7282,42006,Kabambare,1 omslag,1931,1954,42006 Kabambare 1931-1954
7283,42006,Kabambare,1 omslag,1932,1939,42006 Kabambare 1932-1939
7284,42006,Bitule,1 omslag,1958,1959,42006 Bitule 1958-1959
7285,42007,Kapeya,1 omslag,1936,1939,42007 Kapeya 1936-1939
7286,42007,Kapeya,1 omslag,1940,1959,42007 Kapeya 1940-1959
7287,42008,Kartushi,1 omslag,1931,1947,42008 Kartushi 1931-1947
7288,42008,Tongoni,1 omslag,1951,1956,42008 Tongoni 1951-1956
7289,42009,Kasongo,1 omslag,1909,1939,42009 Kasongo 1909-1939
7290,,Kasongo,1 pak,1910,1917,Kasongo 1910(?)-1917
7291,,Kasongo,1 pak,1910,1929,Kasongo 1910-1929
7292,,Kasongo,1 pak,1916,1918,Kasongo 1916-1918
7293,,Kasongo,1 omslag,1930,1932,Kasongo 1930-1932
7294,42009,Kasongo,1 pak,1940,1959,42009 Kasongo 1940-1959
7295,42010,Kibangula,1 pak,1938,1959,42010 Kibangula 1938-1959
7296,42011,Kibombo,1 pak,1931,1949,42011 Kibombo 1931-1949
7297,42011,Mabanga,1 omslag,1952,1954,42011 Mabanga 1952-1954
7298,42011,Kisamba,1 omslag,1954,1959,42011 Kisamba (Kasongo) 1954-1959
7299,42012,Kibombo,1 omslag,1931,1951,42012 Kibombo (Cotonco) 1931-1951
7300,42012,Bweni,1 omslag,1956,1959,42012 Bweni 1956-1959
7301,42013,Kindu,1 omslag,1914,1939,42013 Kindu 1914-1939
7302,42013,Kindu,1 pak,1940,1959,42013 Kindu 1940-1959
7303,42014,Kunda,1 omslag,1939,1959,42014 Kunda 1939-1959
7304,42015,Kakaleka,1 omslag,1936,1949,42015 Kakaleka (Kalima) 1936-1949
7305,42015,Kibombo,1 omslag,1952,1959,42015 Kibombo 1952-1959
7306,42016,Kalima,1 omslag,1937,1949,42016 Kalima (Kamisuka) 1937-1949
7307,42016,Kalima,1 omslag,1953,1959,42016 Kalima 1953-1959
7308,42017,Lokandu,1 omslag,1931,1939,42017 Lokandu 1931-1939
7309,42017,Lokandu,1 pak,1940,1959,42017 Lokandu 1940-1959
7310,42018,Lusangi,1 omslag,1931,1939,42018 Lusangi 1931-1939
7311,42018,Lusangi,1 omslag,1940,1959,42018 Lusangi 1940-1959
7312,42019,Pangi,1 omslag,1937,1939,42019 Pangi 1937-1939
7313,42019,Pangi,1 omslag,1940,1955,42019 Pangi 1940-1955
7314,42020,Kalima,1 omslag,1937,1949,42020 Kalima (Mont-Messaraba) 1937-1949
7315,42020,Katondo,1 omslag,1954,1959,42020 Katondo 1954-1959
7316,42021,Saramabila,1 omslag,1936,1939,42021 Saramabila 1936-1939
7317,42021,Saramabila,1 omslag,1940,1959,42021 Saramabila 1940-1959
7318,42022,Kalima,1 omslag,1936,1949,42022 Kalima (Salukwango) 1936-1949
7319,42022,Salubezia,1 omslag,1954,1959,42022 Salubezia 1954-1959
7320,42023,Utanga,1 omslag,1936,1939,42023 Utanga 1936-1939
7321,42023,Utanga,1 omslag,1940,1959,42023 Utanga 1940-1959
7322,42024,Kalima,1 omslag,1939,1949,42024 Kalima (Yubuli) 1939-1949
7323,42024,Enyamba,1 omslag,1955,1959,42024 Enyamba 1955-1959
7324,42025,Mukukutshi,3 stukken,1937,1939,42025 Mukukutshi 1937-1939
7325,42025,Mukukutshi,1 omslag,1937,1942,42025 Mukukutshi 1937-1942
7326,42025,Imonga,1 omslag,1942,1959,42025 Imonga 1942-1959
7327,42026,Kailo,1 omslag,1937,1959,42026 Kailo 1937-1959
7328,42027,Kampene,1 omslag,1937,1939,42027 Kampene 1937-1939
7329,42027,Kampene,1 pak,1940,1959,42027 Kampene 1940-1959
7330,42028,Malela,1 pak,1923,1954,42028 Malela 1923-1954
7331,42028,Mutipula,1 omslag,1956,1959,42028 Mutipula 1956-1959
7332,42029,Wamaza,1 pak,1931,1959,42029 Wamaza 1931 1939-1959
7333,42030,Mont,1 omslag,1940,NA,42030 Mont-Messaraba 1940
7334,42030,Pene,1 omslag,1948,1959,42030 Pene-Mende 1948-1959
7335,42031,Kinkungwa,2 stukken,1939,NA,42031 Kinkungwa 1939
7336,,Kinkungwa,1 omslag,1939,NA,Kinkungwa 1939
7337,42031,Elundu,1 omslag,1955,1959,42031 Elundu 1955-1959
7338,42032,Kalambo,1 omslag,1937,1949,42032 Kalambo (Kamp Niamwaka) 1937-1949
7339,42032,Lukenie,1 omslag,1955,1959,42032 Lukenie 1955-1959
7340,42033,Mukonga,1 omslag,1930,1931,42033 Mukonga 1930-1931 1939-1959
7341,42034,Kibangula,1 omslag,1940,1942,42034 Kibangula 1940-1942
7342,42034,Lubao,1 omslag,1956,1959,42034 Lubao 1956-1959
7343,42035,Tundu,1 omslag,1940,1944,42035 Tundu 1940-1944
7344,42035,Punia,1 omslag,1955,1959,42035 Punia 1955-1959
7345,42036,Kalima,1 omslag,1941,1949,42036 Kalima (Madjakala) 1941-1949
7346,42036,Lubelenge,1 omslag,1954,1957,42036 Lubelenge 1954-1957
7347,42037,Kalima,1 omslag,1941,1949,42037 Kalima (Musulangilo) 1941-1949
7348,42037,Samba,1 omslag,1954,1959,42037 Samba 1954-1959
7349,42038,Lubile,1 omslag,1942,1948,42038 Lubile 1942 1947-1948
7350,42038,Kayeye,1 omslag,1954,1959,42038 Kayeye 1954-1959
7351,42039,Tubaraka,1 omslag,1943,1949,42039 Tubaraka 1943-1949
7352,42039,Kabumbu,1 omslag,1954,1959,42039 Kabumbu 1954-1959
7353,42040,Makambo,1 omslag,1943,1950,42040 Makambo 1943-1950
7354,42040,Mwana,1 omslag,1954,1959,42040 Mwana-Ndeke 1954-1959
7355,42041,Moka,1 omslag,1943,1949,42041 Moka 1943-1949
7356,42041,Kowe,1 omslag,1954,1959,42041 Kowe 1954-1959
7357,42042,Baselele,1 omslag,1944,1949,42042 Baselele 1944-1949
7358,42042,Lusamba,1 omslag,1957,1959,42042 Lusamba 1957-1959
7359,42043,Avuanga,1 omslag,1944,1949,42043 Avuanga (Kamp) 1944-1949
7360,42043,Alimasi,1 omslag,1957,1959,42043 Alimasi 1957-1959
7361,42044,Avuanga,2 stukken,1947,NA,42044 Avuanga - prise (Likulu) 1947
7362,42045,Congomeka,1 omslag,1944,1959,42045 Congomeka 1944-1959
7363,42046,Moyo,1 omslag,1946,1959,42046 Moyo 1946-1959
7364,42047,Kampene,1 stuk,1940,NA,42047 Kampene 1940
7365,42048,Amekupi,1 omslag,1945,1949,42048 Amekupi 1945-1949
7366,42049,Kipaku,1 omslag,1946,1959,42049 Kipaku-Lutchi 1946-1959
7367,,Kankumba,3 stukken ,1929,1930,Kankumba 1929-1930 Toelichting: metingen overgenomen door Mwana-Kussu
7368,,Mutima,1 omslag,1934,1935,Mutima 1934-1935
7369,,Mwana,3 stukken,1936,1938,Mwana-Bulu 1936-1938
7370,,Mwana,1 omslag,1930,1931,Mwana-Kussu 1930-1931
7371,,N,1 omslag,1937,1938,N'Gobu 1937-1938
7372,51001,Sohe,1 omslag,1948,1959,51001 Sohe 1948-1959
7373,51002,Biano,1 omslag,1929,1938,51002 Biano Central 1929-1938
7374,51002,Biano,1 omslag,1937,NA,51002 Biano 1937
7375,51002,Kileo,1 omslag,1949,1959,51002 Kileo 1949-1959
7376,51003,Bukama,1 omslag,1922,1923,51003 Bukama 1922-1923 1933-1941
7377,51003,Kabongo,1 omslag,1931,1939,51003 Kabongo 1931-1939
7378,51003,Kabongo,1 omslag,1940,1959,51003 Kabongo 1940-1959
7379,51004,Bunkeya,1 pak,1932,1959,51004 Bunkeya 1932-1959
7380,51004,Katanga,1 omslag,1932,1939,51004 Katanga 1932-1939
7381,51004,Katanga,1 omslag,1940,1959,51004 Katanga 1940-1959
7382,51005,Busanga,1 omslag,1937,1945,51005 Busanga 1937-1945
7383,51005,Makanza,1 omslag,1952,1959,51005 Makanza 1952-1959
7384,51006,Luena,1 omslag,1935,1950,51006 Luena 1935-1950
7385,51006,Malemba,1 omslag,1953,1960,51006 Malemba Nkulu 1953-1960
7386,51007,Kalule,1 omslag,1935,1954,51007 Kalule-Nord 1935-1954
7387,51007,Mukulakulu,1 omslag,1958,1959,51007 Mukulakulu 1958-1959
7388,51008,Luena,1 omslag,1948,1959,51008 Luena 1948-1959
7389,51009,Goya,1 omslag,1935,1952,51009 Goya 1935-1952
7390,51009,Kayeye,1 omslag,1938,1959,51009 Kayeye 1938-1959
7391,51010,Kiabo,1 omslag,1939,1943,51010 Kiabo 1939-1943
7392,51010,Mukula,1 omslag,1946,1959,51010 Mukula-Kulu 1946-1959
7393,51011,Kikondja,1 omslag,1939,1959,51011 Kikondja 1939-1959
7394,51012,Kabondo,1 omslag,1930,1942,51012 Kabondo Dianda 1930-1942
7395,51012,Kabondo,1 omslag,1939,1952,51012 Kabondo Dianda 1939-1952
7396,51012,Sua,1 omslag,1958,1959,51012 Sua 1958-1959
7397,51013,Bukama,1 omslag,1951,1959,51013 Bukama 1951-1959
7398,51014,Kabwe,1 omslag,1929,1939,51014 Kabwe-Katanda (Mondaïe) 1929-1939
7399,51014,Kabwe,1 omslag,1942,1959,51014 Kabwe-Katanda (Mondaïe) 1942-1959
7400,51016,Kakwata,1 omslag,1935,1943,51016 Kakwata 1935-1943
7401,51017,Kanene,1 omslag,1932,1939,51017 Kanene 1932-1939
7402,51017,Kanene,1 omslag,1940,1959,51017 Kanene 1940-1959
7403,51018,Kiabukwa,1 pak,1926,1959,51018 Kiabukwa 1926-1959
7404,51019,Kamina,1 pak,1931,1959,51019 Kamina 1931-1959
7405,51019,Kamina,1 omslag,1950,1959,51019 Kamina-Base 1950-1959
7406,51019,Tshibalaka,1 omslag,1955,1959,51019 Tshibalaka 1955-1959
7407,51020,Kinda,1 omslag,1923,1939,51020 Kinda 1923-1939
7408,51020,Kinda,1 omslag,1923,1959,51020 Kinda 1923-1959
7409,51021,Kisamba,1 omslag,1930,1939,51021 Kisamba 1930-1939
7410,51021,Kisamba,1 omslag,1930,1959,51021 Kisamba 1930-1959
7411,51022,Luabo,1 omslag,1935,1959,51022 Luabo 1935-1959
7412,51022,Luabo,1 omslag,1937,1939,51022 Luabo 1937-1939
7413,51023,Kapiri,1 omslag,1914,1940,51023 Kapiri 1914-1940
7414,51023,Lualu,1 omslag,1931,1959,51023 Lualu 1931-1959
7415,51024,Luniému,1 omslag,1935,1959,51024 Luniému 1935-1959
7416,51025,Luvua,1 omslag,1935,1949,51025 Luvua 1935-1949
7417,51025,Kimanda,1 omslag,1951,1959,51025 Kimanda 1951-1959
7418,51026,Mudidié,1 omslag,1935,1959,51026 Mudidié 1935-1959
7419,51027,Mukishi,1 omslag,1928,1959,51027 Mukishi 1928-1959
7420,51027,Mukishi,1 omslag,1929,1939,51027 Mukishi 1929-1939
7421,51028,Mutombo,1 omslag,1931,1939,51028 Mutombo Mukulu 1931-1939
7422,51028,Kiankwali,1 omslag,1935,1945,51028 Kiankwali 1935-1945
7423,51028,Mutombo,1 omslag,1940,1954,51028 Mutombo Mukulu 1940-1954
7424,51029,Mutui,1 omslag,1931,1939,51029 Mutui Luania 1931-1939
7425,51029,Mutui,1 omslag,1940,1959,51029 Mutui Luania 1940-1959
7426,51029,Kikole,1 stuk,1936,1939,51029 Kikole 1936-1939
7427,51029,Kikole,1 omslag,1936,1942,51029 Kikole 1936-1942
7428,51029,Sofwe,1 omslag,1942,1947,51029 Sofwe 1942-1947
7429,51030,Mwilambwe,1 omslag,1937,1939,51030 Mwilambwe-Songa 1937-1939
7430,51030,Mwilambwe,1 omslag,1940,1959,51030 Mwilambwe-Songa 1940-1959
7431,51031,Sainte,1 omslag,1929,1939,51031 Sainte-Walburge 1929-1939
7432,51031,Sainte,1 omslag,1929,1959,51031 Sainte-Walburge 1929-1959
7433,51032,Mwene,1 omslag,1952,1959,51032 Mwene Djamba 1952-1959
7434,51033,Luania,1 omslag,1936,1937,51033 Luania-Buba 1936-1937 1942-1959
7435,51034,Kitengo,1 omslag,1936,1946,51034 Kitengo 1936-1946
7436,51034,Kabwe,1 omslag,1939,1959,51034 Kabwe-Katanda 1939-1959
7437,51035,Kaniama,1 omslag,1939,1959,51035 Kaniama 1939-1959
7438,51036,Kapanga,1 omslag,1931,1939,51036 Kapanga 1931-1939
7439,51036,Kwatebala,1 omslag,1935,1940,51036 Kwatebala 1935-1940
7440,51036,Kapanga,1 pak,1940,1959,51036 Kapanga 1940-1959
7441,51037,Kimpuki,1 omslag,1913,1959,51037 Kimpuki voorheen Kafakumba 1913 1931-1959
7442,,Kafakumba,1 omslag,1931,1937,Kafakumba 1931-1937
7443,51038,Sandoa,1 pak,1914,1939,51038 Sandoa 1914-1939
7444,51038,Sandoa,1 pak,1914,1959,51038 Sandoa 1914-1959
7445,51039,Kabambulu,1 omslag,1935,1939,51039 Kabambulu 1935-1939
7446,51039,Kabambulu,1 omslag,1940,1959,51039 Kabambulu 1940-1959
7447,51040,Kiolo,1 pak,1935,1959,51040 Kiolo (Koneshia-Kapia) 1935-1959
7448,51041,Mulongo,1 omslag,1949,1958,51041 Mulongo 1949-1958
7449,51042,Mwanza,1 omslag,1932,1939,51042 Mwanza 1932-1939
7450,51042,Mwanza,1 omslag,1940,1957,51042 Mwanza 1940-1957
7451,51043,Bukena,1 omslag,1949,1959,51043 Bukena 1949-1959
7452,51044,Mulongo,1 omslag,1935,1952,51044 Mulongo 1935-1952
7453,51045,Kisanga,1 omslag,1935,1939,51045 Kisanga 1935-1939
7454,51045,Kisanga,1 omslag,1940,1959,51045 Kisanga 1940-1959
7455,51046,Kaniama,2 stukken,1959,NA,51046 Kaniama 1959
7456,51046,Lupweshi,1 omslag,1938,1943,51046 Lupweshi 1938-1943
7457,51047,Kabonde,1 omslag,1956,1957,51047 Kabonde-Dianda 1956-1957
7458,51047,Kabelenge,1 omslag,1957,1959,51047 Kabelenge 1957-1959
7459,51052,Mulungwishi,1 omslag,1936,1945,51052 Mulungwishi 1936-1945
7460,51056,Mutuy,1 stuk,1932,NA,51056 Mutuy (Tshibuy Luanda-Lomami) 1932
7461,51058,Niembo,1 omslag,1955,1959,51058 Niembo 1955-1959
7462,51065,Jadotstad,1 omslag,1932,1947,51065 Jadotstad 1932 1938-1947
7463,51066,Wakola,1 omslag,1937,1939,51066 Wakola (bij Luashi) 1937-1939
7464,51067,Zilo,1 omslag,1937,1939,51067 Zilo 1937-1939
7465,51068,Kadia,1 omslag,1939,NA,51068 Kadia (Elisabethstad-Lualaba) 1939
7466,51069,Kaniama,1 omslag,1936,1946,51069 Kaniama 1936-1946
7467,51073,Lualaba,1 omslag,1939,1946,51073 Lualaba 1939-1946
7468,,Fonderie,1 stuk,1912,1913,Fonderie de l'Union Minière 1912-1913
7469,,Kakenge,3 stukken,1913,NA,Kakenge (Esschen-Plateau) 1913
7470,,Kanda,1 omslag,1912,NA,Kanda Kanda 1912
7471,,Kando,1 omslag,1930,1933,Kando 1930-1933
7472,,Kansenia, ,1915,1917,Kansenia 1915-1917 Toelichting: betreft register van jaarlijkse waarnemingen per post van de Commission d’Aviation
7473,,Katembula,,1935,1936,Katembula 1935-1936
7474,,Kayoyo,,1912,NA,Kayoyo 1912
7475,,Kelambwe,,1929,1931,Kelambwe 1929-1931
7476,,Lusuku,,1931,NA,Lusuku 1931
7477,,Mato,,1931,1936,Mato 1931-1936
7478,,Muleba,,1930,1931,Muleba 1930-1931
7479,,Ruwe,,1928,1936,Ruwe (District Lualaba) 1928 1935-1936
7480,,Tshisinka,,1912,NA,Tshisinka 1912
7481,,Sambembe,,1937,NA,Sambembe 1937
7482,,Zaïla,,1930,1934,Zaïla (Lomami) 1930-1934
7483,52000,Mitwaba,,1951,1959,52000 Mitwaba 1951-1959
7484,52001,Albertstad,,1923,1962,52001 Albertstad 1923-1962
7485,52001,Biano,,1935,1959,52001 Biano 1935-1959
7486,52004,Guba,,1935,1959,52004 Guba 1935-1959
7487,52005,Gulé,,1928,1954,52005 Gulé 1928-1954
7488,52005,Gulé,,1929,1938,52005 Gulé 1929-1938
7489,52006,Kambove,,1904,1906,52006 Kambove 1904-1906 1914-1916 1929-1949
7490,52007,Kasiki,,1937,1942,52007 Kasiki 1937-1942
7491,52007,Kapolowe,,1937,1957,52007 Kapolowe 1937-1957
7492,52008,Katentania,1 pak,1913,1939,52008 Katentania 1913-1939
7493,52008,Katentania,1 omslag,1940,1959,52008 Katentania 1940-1959
7494,52009,Katompe,1 stuk,1912,1913,52009 Katompe 1912-1913
7495,52009,Kayeye,1 omslag,1959,NA,52009 Kayeye 1959
7496,52009,Luishia,1 omslag,1938,1951,52009 Luishia 1938-1951
7497,52010,Luishia,1 omslag,1935,1950,52010 Luishia 1935-1950
7498,52011,Mukabe,1 pak,1934,1951,52011 Mukabe Kazari 1934-1951
7499,,Kongolo,3 stukken,1912,1913,Kongolo 1912-1913
7500,52012,Kongolo,1 pak,1915,1959,52012 Kongolo 1915-1959
7501,52012,Kongolo,1 pak,1918,1950,52012 Kongolo-Kipiri 1918-1950
7502,52012,Kasekelesa,1 omslag,1955,1959,52012 Kasekelesa 1955-1959
7503,52013,Mwandingusha,1 omslag,1935,1940,52013 Mwandingusha 1935-1940
7504,52013,Mwandingusha,1 omslag,1935,1959,52013 Mwandingusha 1935-1959
7505,52014,Panda,1 omslag,1931,1959,52014 Panda-Jadotstad 1931-1959
7506,52015,Malemba,1 omslag,1932,1945,52015 Malemba-Kulu 1932-1945
7507,52015,Shinsinkwa,1 omslag,1935,1959,52015 Shinsinkwa 1935-1959
7508,52016,Tenké,1 pak,1935,1959,52016 Tenké 1935-1959
7509,52017,Sofumwango,1 omslag,1939,1947,52017 Sofumwango 1939-1947
7510,52017,Kolwezi,1 omslag,1952,1959,52017 Kolwezi 1952-1959
7511,52018,Manono,1 pak,1938,1959,52018 Manono 1938-1959
7512,52018,Mokabe,1 omslag,1940,1959,52018 Mokabe 1940-1959
7513,52019,Marenge,1 omslag,1935,1946,52019 Marenge 1935-1946
7514,52019,Kisanfu,1 omslag,1937,1952,52019 Kisanfu 1937-1952
7515,52019,Kamoto,1 omslag,1955,1959,52019 Kamoto 1955-1959
7516,52020,Kolwezi,1 omslag,1931,1959,52020 Kolwezi 1931-1959
7517,52021,Kanzenze,1 omslag,1922,1939,52021 Kanzenze 1922-1939
7518,52021,Kanzenze,1 omslag,1940,1959,52021 Kanzenze 1940-1959
7519,52022,Lubudi,1 pak,1932,1933,52022 Lubudi 1932-1933 1938-1957
7520,52022,Muyumba,1 omslag,1935,1945,52022 Muyumba 1935-1945
7521,52023,Lufupa,1 omslag,1937,1950,52023 Lufupa 1937-1950
7522,52023,Lubudi,1 omslag,1952,1959,52023 Lubudi TSF 1952-1959
7523,52024,Mutshatsha,1 omslag,1931,1939,52024 Mutshatsha 1931-1939
7524,52024,Mutshatsha,1 omslag,1940,1959,52024 Mutshatsha 1940-1959
7525,52025,Shinkolobwe,1 omslag,1951,1959,52025 Shinkolobwe 1951-1959
7526,52026,Kasaji,1 omslag,1948,1959,52026 Kasaji 1948-1959
7527,52027,Niemba,1 omslag,1930,1942,52027 Niemba 1930-1942
7528,52027,Luashi,1 omslag,1934,1949,52027 Luashi 1934-1949
7529,52028,Dilolo,1 omslag,1922,1924,52028 Dilolo-Gare 1922-1924 1931-1939
7530,52028,Katomia,1 omslag,1938,1941,52028 Katomia 1938-1941
7531,52028,Dilolo,1 pak,1940,1959,52028 Dilolo-Gare 1940-1959
7532,52029,Dilolo,1 omslag,1935,1939,52029 Dilolo-Poste 1935-1939
7533,52029,Dilolo,1 omslag,1940,1955,52029 Dilolo-Poste 1940-1955
7534,52029,Kilunga,1 omslag,1939,1945,52029 Kilunga 1939-1945
7535,52030,Malonga,1 omslag,1931,1952,52030 Malonga 1931-1952
7536,52030,Kasaji,1 omslag,1952,1954,52030 Kasaji 1952-1954
7537,52031,Mungulunga,1 omslag,1937,1959,52031 Mungulunga 1937-1959
7538,52032,Divuma,1 omslag,1938,1959,52032 Divuma (Sandende) 1938-1959
7539,52033,Kasaji,1 omslag,1940,1959,52033 Kasaji 1940-1959
7540,52034,Bulula,1 omslag,1946,NA,52034 Bulula 1946
7541,52034,Kasaji,1 omslag,1942,1951,52034 Kasaji 1942-1951
7542,52034,Kasaji,1 omslag,1959,NA,52034 Kasaji 1959
7543,52035,Dubié,1 omslag,1939,NA,52035 Dubié 1939
7544,52035,Dubié,1 pak,1940,1959,52035 Dubié 1940-1959
7545,52036,Mitwaba,1 omslag,1936,1939,52036 Mitwaba 1936-1939
7546,52036,Mitwaba,1 pak,1936,1959,52036 Mitwaba 1936-1959
7547,,Sampwe,1 stuk,1912,1913,Sampwe 1912-1913
7548,52037,Sampwe,1 pak,1934,1952,52037 Sampwe 1934-1952
7549,52038,Lusinga,1 omslag,1949,1953,52038 Lusinga 1949-1953
7550,52039,Mufunga,1 omslag,1945,1959,52039 Mufunga 1945-1959
7551,52040,Mandwe,3 stukken,1951,1952,52040 Mandwe 1951-1952
7552,52041,Jadotstad,1 omslag,1953,1959,52041 Jadotstad 1953-1959
7553,52042,Le,1 omslag,1956,1959,52042 Le Marinel 1956-1959
7554,,Kafura,1 omslag,1929,1935,Kafura Niama 1929-1935
7555,,Kakera,1 omslag,1934,1936,Kakera 1934-1936
7556,,Kayuyu,1 omslag,1957,1959,Kayuyu 1957-1959
7557,,Lufuko,1 omslag,1932,1933,Lufuko 1932-1933
7558,,Lukulu,2 stukken,1912,NA,Lukulu SC Katanga 1912
7559,,Marungu,1 omslag,1913,NA,Marungu 1913
7560,,Mudjale,1 omslag,1936,1937,Mudjale 1936-1937
